Place Name,Province,City,User Name,User Profile,User Avatar,User Location,Rating,Review Title,Review Text,Trip Type,Helpful Votes,Published Date,Sentiment,Attraction,Accessibilities,Amenities
Pantai Tanjung kasuari,Papua Barat,Sorong,srigurning,https://www.tripadvisor.co.id/Profile/srigurning,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/ee/10/default-avatar-2020-8.jpg,"Sorong, Indonesia",5,Tanjung kasuari sausapor,"Tanjung Kasuari beach has several entry points but with the same beach. What used to be a tourist spot, Tanjung Kasuari, is no longer maintained, so now my family and I usually go to Sausapor Beach, if I'm not mistaken in the name, the location is before the old entrance to Tanjung Kasuari, the location is clean, well maintained, lots of chairs, and the bathrooms are free.",Keluarga,0,Ditulis pada 24 Agustus 2020,netral,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,Gilang,https://www.tripadvisor.co.id/Profile/GSWKDEP,https://media-cdn.tripadvisor.com/media/photo-o/19/c0/38/a1/avatar.jpg,"Jayapura, Indonesia",4,Relaxing,"The position of the beach is not too far from the city center of Sorong... It can be reached in around 1 - 1.5 hours from the city center by vehicle. It is recommended to visit on holidays (Saturday, Sunday) or holidays, because that's when there are lots of sellers of fresh young coconuts and rent boats and tires for relaxing on the sea water...",Pasangan,0,Ditulis pada 10 Oktober 2019,positif,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,alkautsyar,https://www.tripadvisor.co.id/Profile/alkautsyar,https://media-cdn.tripadvisor.com/media/photo-o/19/3f/20/ba/avatar.jpg,"Sorong, Indonesia",5,Peaceful relaxing beach,Suitable for those of you who want to relieve fatigue or relieve stress due to work that has piled up all day....,Sendiri,0,Ditulis pada 15 September 2019,positif,netral,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Fransiskus Yulianto Mage,https://www.tripadvisor.co.id/Profile/frans-yulianto,https://media-cdn.tripadvisor.com/media/photo-o/0d/ed/41/1a/frans-y-m.jpg,"Sorong, Indonesia",3,Favorite Tourist Spot,"It is located at the northern tip of Sorong City. The journey can take +/- 1 hour from Sorong City. Currently the location in that direction is filled with large trucks related to the coastal reclamation process in the city. Every weekend, this beach is still the people's favorite tourist spot. Every year there are always new tourist attractions around the coastal area that help pamper the community. Hopefully this area can remain clean and beautiful.",Keluarga,0,Ditulis pada 4 Agustus 2019,positif,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,Mahardhika Gusti Alit,https://www.tripadvisor.co.id/Profile/Mahardhika,https://media-cdn.tripadvisor.com/media/photo-o/1c/99/70/7d/avatar.jpg,"Jakarta, Indonesia",5,"Missing Tanjung Kasuari Beach, Sorong City 2018","Since last year in 2018 I visited the beautiful Tanjung Kasuari beach, my friends & I went around the beach to swim & climb the beach cliffs on Sundays. However, unfortunately in some places the cleanliness is not well maintained, as well as the facilities for purchasing food or drinks are not available",Teman,0,Ditulis pada 15 Maret 2019,negatif,negatif,negatif,negatif
Pantai Tanjung kasuari,Papua Barat,Sorong,Hildegard Lüthi-Zürcher,https://www.tripadvisor.co.id/Profile/HildegardLuethi,https://media-cdn.tripadvisor.com/media/photo-o/16/ab/b1/82/caption.jpg,"Rubigen, Swiss",4,"Great trip, enriching encounters.","Driving along the coast through the Indonesian residential areas, seeing the simplicity and the friendliness of the Indonesians makes a visit to this beach worthwhile. These are not top beaches, but the experience with the people and nature is peaceful and content. There are also various smaller resorts along this coast, some simpler and some more luxurious. We were travelling on a rented motorbike, but you could also take a taxi.",Teman,0,Ditulis pada 11 November 2018,positif,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,zambesi03,https://www.tripadvisor.co.id/Profile/zambesi03,https://media-cdn.tripadvisor.com/media/photo-o/0b/20/ea/39/zambesi03.jpg,"Zurich, Swiss",3,Nice - but so much garbage...,"The beaches here are very beautiful. Unfortunately, a lot of plastic and other rubbish washes up. Unfortunately, that spoils the fun. To get to some of the beaches, you have to pay something. A ""toll"" so to speak. It's still worth renting a scooter and following this road to the end.",Teman,0,Ditulis pada 28 Maret 2018,negatif,negatif,netral,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,RikhePurnamaSari,https://www.tripadvisor.co.id/Profile/RikhePurnamaSari,https://media-cdn.tripadvisor.com/media/photo-o/12/21/00/f9/rikhepurnamasari.jpg,,3,Beaches that are not too far from the city,"This beach is not too far from Sorong City. Don't imagine this beach will be as beautiful as the beaches in Raja Ampat. Tanjung Kasuari Beach is fairly ordinary, in fact it looks less clean, perhaps because there are many residential areas around the beach. One thing that is a little annoying is that there are fees to enter the beach, the nominal amount is also quite expensive. So, make sure to ask about fees first before entering.",Teman,0,Ditulis pada 12 Maret 2018,netral,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,tomy t,https://www.tripadvisor.co.id/Profile/tomyt138,https://media-cdn.tripadvisor.com/media/photo-f/01/2e/70/67/avatar045.jpg,,3,Sorong residents' mainstay tourist location,"This cape area is a mainstay location for traveling for residents of Sorong and its surroundings. usually busy on Sundays. including calm and sloping seas, so it is suitable for picnics with children and families. There are many choices of beaches along this cape, each with different additional facilities.",Keluarga,0,Ditulis pada 12 Juli 2017,positif,positif,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Noni_Metta,https://www.tripadvisor.co.id/Profile/Noni_Metta,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e4/ca/default-avatar-2020-51.jpg,"Mojokerto, Indonesia",3,Just an ordinary beach,"As an archipelago, you will find many beaches. If you have a lot of time, do a Sorong City tour and pass this beach, you can visit this place for a while. on the other hand, waisting time and effort is only for this one beach, because the others are better. You can go there by public transportation (IDR 5,000/way/person) or rent a private motorbike/car. Usually you have to change after from Sorong City if you choose public transportation (they call it taxi for small minibus, not taxi as we know).",Teman,0,Ditulis pada 26 Juni 2017,netral,netral,positif,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,plukmantara,https://www.tripadvisor.co.id/Profile/plukmantara,https://media-cdn.tripadvisor.com/media/photo-o/0f/05/78/30/avatar.jpg,"Jakarta, Indonesia",4,Pearl di Sorong,"If you don't have time to visit Raja Ampat from Sorong, you can make this beach an alternative. Located about an hour from the city (you can rent a car or taxi), this beach is beautiful, very quite and peaceful",Teman,0,Ditulis pada 23 Mei 2017,positif,positif,positif,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Nina n,https://www.tripadvisor.co.id/Profile/aninnina89,https://media-cdn.tripadvisor.com/media/photo-o/0e/21/f6/53/aninnina89.jpg,"Jakarta, Indonesia",4,Beach tourist location in Sorong,"Go to this beach when you come home from work together with office friends. The location is quite far from the center of Sorong city, approximately 30 - 40 minutes to reach this location. The waves are quite big, you have to be more careful when playing around the edge of the beach. The sea water is still clean but unfortunately there is still a lot of extortion and rubbish around the beach entrance location. It's better to ask from the start of arrival for the entrance fee and make sure that the person/resident receives the money so you don't pay twice.",Bisnis,0,Ditulis pada 27 Januari 2017,negatif,negatif,negatif,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Nuriasih Nababan,https://www.tripadvisor.co.id/Profile/NuRiE86,https://media-cdn.tripadvisor.com/media/photo-o/17/2e/ad/38/nurie86.jpg,"Jakarta, Indonesia",5,Tourist location in Sorong City,"When visiting this location, the beach was empty of visitors. I was accompanied by a colleague who actually lives in Sorong. What is quite annoying when visiting this beach is that there are illegal fees (which are said to be used for beach maintenance) which are quite expensive. For those who want to visit this place, you should be wary of these illegal fees.",Bisnis,0,Ditulis pada 21 Desember 2016,negatif,positif,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Christian H,https://www.tripadvisor.co.id/Profile/ChristianH5619,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/e8/ea/default-avatar-2020-63.jpg,,5,Quite good.,But unfortunately rubbish is scattered everywhere. Care should be taken so that every visitor feels comfortable and is not disturbed.,Keluarga,0,Ditulis pada 28 Agustus 2016,negatif,negatif,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Dizzman,https://www.tripadvisor.co.id/Profile/Dizzman,https://media-cdn.tripadvisor.com/media/photo-s/06/2c/54/15/dizzman.jpg,"Jakarta, Indonesia",3,Natural Beach at the Tip of the Cassowary's Head,"This beach is at the corner of the island which forms a bird's head so it is called Tanjung Cassowary. The condition is still relatively natural, but unfortunately it has been determined according to each owner. We just have to go to one of the beaches to enjoy the beach atmosphere and the gentle breeze, even better at sunset on the beach facing west. Unfortunately in some places cleanliness is not maintained properly.",Bisnis,0,Ditulis pada 14 Agustus 2016,netral,positif,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,rniesha12,https://www.tripadvisor.co.id/Profile/rniesha12,https://media-cdn.tripadvisor.com/media/photo-o/0b/23/24/6b/rniesha12.jpg,"Bandung, Indonesia",4,"This beach will be even more beautiful, if...","I love the beach. Always and always like it. Every time I go anywhere the beach is the first thing I look for. When I was on duty in Sorong, when there was a break in time, I looked for a beach and I visited this beach. Access there is easy. The beach is quite beautiful and still pristine for me. When I got there it seemed like it was receding. So the sea feels shallow. It's just that the cleanliness of this beach is still not maintained and the arrangement of other facilities that support the beauty of the beach is still not optimal. Hopefully the local government can maximize this beach into a capable tourist attraction by beautifying this beach.",Teman,0,Ditulis pada 7 Mei 2016,negatif,negatif,positif,negatif
Pantai Tanjung kasuari,Papua Barat,Sorong,didanz,https://www.tripadvisor.co.id/Profile/didanz,https://media-cdn.tripadvisor.com/media/photo-o/0b/0a/bc/b9/didanz.jpg,"Jakarta, Indonesia",3,An okay beach,"Lying so closely to Raja Ampat, many would assume that Sorong has a beautiful beach. That was not true. In Sorong mainland, Tanjung Kasuari (and Tanjung Batu) was the best beach you could find. If you want more beautiful beach with white sand, you better go to Pulau Buaya or other islands. ",Teman,0,Ditulis pada 28 April 2016,netral,positif,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Ageng S,https://www.tripadvisor.co.id/Profile/agenkbas,https://media-cdn.tripadvisor.com/media/photo-o/1a/f6/f0/d5/default-avatar-2020-17.jpg,"Sorong, Indonesia",3,A place for a weekend with family....,"If you go to Sorong city, don't forget to go to Tanjung Kasuari Beach. Tanjung Kasuari Beach is located not far from Sorong city.. The sea is clean but the waves are big. There we can rent wooden boats, swimming tubes. So we can be together with the family...enjoy the beach Tanjung Kasuari on a boat. We can eat young coconuts.... We can enjoy the beauty of Tanjung Kasuari beach...",Keluarga,0,Ditulis pada 7 April 2016,positif,positif,positif,positif
Pantai Tanjung kasuari,Papua Barat,Sorong,Adrien L,https://www.tripadvisor.co.id/Profile/adrienl196,https://media-cdn.tripadvisor.com/media/photo-o/0a/b6/1b/79/adrien-l.jpg,"Jenewa, Swiss",3,place to meet indonesians,"If you have time to waste this beach is ideal, the Indonesians go there when they can. Average because if you take the ferry you can go to the Raja Ampat area... which is of course better...",Pasangan,0,Ditulis pada 26 Maret 2016,netral,netral,netral,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Mannix1975,https://www.tripadvisor.co.id/Profile/Mannix1975,https://media-cdn.tripadvisor.com/media/photo-s/1c/9d/a7/4f/mannix1975.jpg,"Jakarta, Indonesia",4,A must-visit beach in Sorong,"Tanjung Kasuari Beach can be reached by private or rented vehicle. I don't know if there is public transportation to this place. The distance from Sorong City is quite far, around 30 minutes. In Tanjung Kasuari there are various beaches that are owned by various people because the place is fenced off with a wall. I happened to go to the beach directed by the local driver and came to an amazing place. For those of you who like playing on sandy beaches, this is the place. This beach has a large coral near the beach. The waves were quite big when we visited and every time the waves came, the big coral seemed to slam into the waves. This beach has clean sand and lots of sea coral fragments, sea snails and other marine objects. Even though this place is relatively clean, unfortunately this place is not equipped with a rubbish bin and there is no place to wash your body with clean water. Local residents provide places to change clothes. Be careful when bringing food, because dogs roam around a lot and like to wait for us to eat. Dogs also don't hesitate to climb onto the table if you leave food out. Also be careful for families with small children because the waves are quite big. Choose a part of the beach where the water is somewhat calm. Around the beach there are no places to eat. Watch the sunset from this beach. good luck",Keluarga,0,Ditulis pada 29 Februari 2016,positif,positif,positif,netral
Pantai Tanjung kasuari,Papua Barat,Sorong,Thoriq,https://www.tripadvisor.co.id/Profile/thoriqramadani,https://media-cdn.tripadvisor.com/media/photo-s/0d/15/e9/f8/thoriq-r.jpg,"Jakarta, Indonesia",5,Beautiful Beach in Sorong,"I visited Kasuari Beach in November 2015. After the office event was over, I came here to take photos with my friends. The waves are not too big and the breeze is gentle, making the atmosphere very pleasant.",,0,Ditulis pada 24 Februari 2016,positif,positif,netral,netral
